pathway,train_roc_auc_score,validation_roc_auc_score,train_gradient_boosting_roc_auc_score,validation_gradient_boosting_roc_auc_score
GO_PHENOL_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,0.764249234,0.557861635,0.727170582,0.48490566
GO_POSITIVE_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION,0.670888662,0.516981132,0.659652707,0.497484277
GO_DENDRITIC_CELL_MIGRATION,0.768641471,0.538993711,0.756384065,0.516352201
GO_SENSORY_PERCEPTION_OF_TEMPERATURE_STIMULUS,0.706332993,0.609433962,0.692441267,0.552830189
GO_LYSOSOMAL_TRANSPORT,0.809397344,0.501886792,0.850561798,0.547169811
GO_CELLULAR_CATABOLIC_PROCESS,0.893973442,0.594339623,0.975995914,0.583018868
GO_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS,0.767517875,0.511320755,0.807558733,0.525157233
GO_POSITIVE_REGULATION_OF_MACROPHAGE_ACTIVATION,0.67793667,0.567924528,0.691828396,0.458490566
GO_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING,0.817977528,0.560377358,0.851889683,0.58490566
GO_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION,0.745863126,0.549685535,0.786516854,0.542138365
GO_MUSCLE_ORGAN_DEVELOPMENT,0.871195097,0.622012579,0.943207354,0.56163522
GO_POSITIVE_REGULATION_OF_HEMOPOIESIS,0.806945863,0.705660377,0.864147089,0.598113208
GO_OUTFLOW_TRACT_SEPTUM_MORPHOGENESIS,0.639223698,0.514465409,0.634729316,0.472955975
GO_REGULATION_OF_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION,0.647599591,0.577358491,0.642900919,0.581132075
GO_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_ACTIVITY,0.816036772,0.62327044,0.825025536,0.693710692
GO_CELLULAR_RESPONSE_TO_EPIDERMAL_GROWTH_FACTOR_STIMULUS,0.705107252,0.672955975,0.719305414,0.623899371
GO_LEUKOCYTE_DEGRANULATION,0.694994893,0.474842767,0.667824311,0.402515723
GO_MYELOID_CELL_HOMEOSTASIS,0.782635342,0.510691824,0.828702758,0.408176101
GO_REGULATION_OF_BLOOD_PRESSURE,0.847088866,0.576100629,0.914402451,0.600628931
GO_REGULATION_OF_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE,0.761797753,0.495597484,0.781511747,0.518238994
GO_RESPONSE_TO_ELECTRICAL_STIMULUS,0.752196118,0.601257862,0.794586313,0.589937107
GO_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERASE,0.60102145,0.591194969,0.60102145,0.518238994
GO_REGULATION_OF_T_CELL_CHEMOTAXIS,0.580796731,0.451572327,0.580796731,0.451572327
GO_REGULATION_OF_ESTABLISHMENT_OF_PLANAR_POLARITY_INVOLVED_IN_NEURAL_TUBE_CLOSURE,0.653932584,0.527672956,0.637385087,0.531446541
GO_REGULATION_OF_CYTOKINE_PRODUCTION,0.887742594,0.568553459,0.96618999,0.58490566
GO_REGULATION_OF_ERBB_SIGNALING_PATHWAY,0.824004086,0.544025157,0.837487232,0.489308176
GO_REGULATION_OF_CHOLESTEROL_HOMEOSTASIS,0.615321757,0.385534591,0.623697651,0.398113208
GO_VENTRICULAR_SEPTUM_MORPHOGENESIS,0.714913177,0.544025157,0.713278856,0.459119497
GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS,0.687538304,0.586163522,0.672012257,0.550943396
GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION,0.67814096,0.595597484,0.663023493,0.523899371
GO_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION,0.702042901,0.564150943,0.720531154,0.61572327
GO_TOLERANCE_INDUCTION,0.590398366,0.502515723,0.590398366,0.502515723
GO_CHEMICAL_HOMEOSTASIS,0.907150153,0.586163522,0.972829418,0.579874214
GO_SYNAPSE_ORGANIZATION,0.904187947,0.558490566,0.941981614,0.548427673
GO_METANEPHROS_DEVELOPMENT,0.835648621,0.545283019,0.883963228,0.505660377
GO_REGULATION_OF_MICROTUBULE_BASED_PROCESS,0.859346272,0.596226415,0.947599591,0.462893082
GO_NEGATIVE_REGULATION_OF_TRANSPORTER_ACTIVITY,0.782941777,0.543396226,0.805924413,0.535849057
GO_ENDOSOME_ORGANIZATION,0.754034729,0.457232704,0.762002043,0.411949686
GO_REGULATION_OF_WOUND_HEALING,0.842696629,0.611949686,0.900919305,0.605031447
GO_REGULATION_OF_MAPK_CASCADE,0.886414709,0.632075472,0.964147089,0.654716981
GO_DEVELOPMENTAL_PROGRAMMED_CELL_DEATH,0.762819203,0.510062893,0.752911134,0.452201258
GO_POSITIVE_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT,0.726353422,0.569811321,0.737282942,0.581761006
GO_MYELOID_LEUKOCYTE_MIGRATION,0.853830439,0.490566038,0.873646578,0.277987421
GO_COLLAGEN_FIBRIL_ORGANIZATION,0.825229826,0.633333333,0.82145046,0.589308176
GO_POSITIVE_REGULATION_OF_NEURON_DEATH,0.834933606,0.620754717,0.862819203,0.522641509
GO_RESPONSE_TO_ESTRADIOL,0.840755873,0.551572327,0.898774259,0.543396226
GO_CORONARY_VASCULATURE_DEVELOPMENT,0.823186925,0.608176101,0.842594484,0.586792453
GO_CARTILAGE_DEVELOPMENT,0.847293156,0.657861635,0.916138917,0.660377358
GO_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,0.818692543,0.591823899,0.883554648,0.509433962
GO_NEURON_PROJECTION_EXTENSION,0.839836568,0.577358491,0.856996936,0.577987421
GO_REGULATION_OF_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT,0.798467824,0.547798742,0.815219612,0.567924528
GO_NEGATIVE_REGULATION_OF_CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS,0.802655771,0.737106918,0.798672114,0.601886792
GO_PYRIMIDINE_NUCLEOTIDE_BIOSYNTHETIC_PROCESS,0.650766088,0.479245283,0.659959142,0.389937107
GO_RESPONSE_TO_MUSCLE_STRETCH,0.701225741,0.577987421,0.70061287,0.596855346
GO_NEGATIVE_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION,0.680081716,0.511949686,0.673953013,0.549685535
GO_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING,0.879673136,0.571069182,0.906945863,0.501886792
GO_RESPONSE_TO_COLD,0.710214505,0.643396226,0.764964249,0.620754717
GO_NEGATIVE_REGULATION_OF_SODIUM_ION_TRANSPORT,0.638100102,0.503773585,0.638917263,0.449685535
GO_CELLULAR_RESPONSE_TO_INTERLEUKIN_1,0.804392237,0.559748428,0.835546476,0.508176101
GO_CIRCULATORY_SYSTEM_PROCESS,0.901736466,0.611320755,0.958426966,0.471698113
GO_REGULATION_OF_VASODILATION,0.771297242,0.53081761,0.786823289,0.488050314
GO_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS,0.764147089,0.608176101,0.767722165,0.555345912
GO_NEGATIVE_REGULATION_OF_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS,0.586823289,0.549685535,0.586823289,0.549685535
GO_RESPONSE_TO_COCAINE,0.825331971,0.506918239,0.819509704,0.445283019
GO_CELL_CHEMOTAXIS,0.874668029,0.611320755,0.936670072,0.364779874
GO_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR,0.592339122,0.589937107,0.592543412,0.588679245
GO_RIBONUCLEOTIDE_CATABOLIC_PROCESS,0.775791624,0.422012579,0.755158325,0.399371069
GO_POSITIVE_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEPARATION,0.6113381,0.502515723,0.601532176,0.501257862
GO_DNA_TEMPLATED_TRANSCRIPTION_TERMINATION,0.742594484,0.579874214,0.761287028,0.613836478
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION,0.674974464,0.48490566,0.657609806,0.549056604
GO_POSITIVE_REGULATION_OF_CATION_CHANNEL_ACTIVITY,0.771807967,0.519496855,0.793360572,0.506918239
GO_REGULATION_OF_PROSTAGLANDIN_SECRETION,0.601327886,0.588679245,0.594790603,0.524528302
GO_REGULATION_OF_PODOSOME_ASSEMBLY,0.662512768,0.529559748,0.639223698,0.549685535
GO_REGULATION_OF_CELLULAR_SENESCENCE,0.687436159,0.525157233,0.708069459,0.555345912
GO_CARDIAC_LEFT_VENTRICLE_MORPHOGENESIS,0.705005107,0.557861635,0.703575077,0.551572327
GO_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION,0.729111338,0.535849057,0.722778345,0.495597484
GO_RESPONSE_TO_AMINE,0.750255363,0.61509434,0.788151175,0.572955975
GO_REGULATION_OF_ORGANIC_ACID_TRANSPORT,0.792849847,0.550314465,0.824821246,0.511949686
GO_REGULATION_OF_DNA_DEPENDENT_DNA_REPLICATION,0.742083759,0.689308176,0.749948927,0.744654088
GO_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.646986721,0.608176101,0.6453524,0.658490566
GO_PROTEIN_HOMOTETRAMERIZATION,0.821144025,0.56163522,0.8113381,0.491194969
GO_IMMUNE_SYSTEM_PROCESS,0.893564862,0.589308176,0.992032686,0.47672956
GO_HEART_TRABECULA_MORPHOGENESIS,0.78845761,0.618238994,0.766087845,0.609433962
GO_RESPIRATORY_CHAIN_COMPLEX_IV_ASSEMBLY,0.548416752,0.490566038,0.548416752,0.490566038
GO_VESICLE_LOCALIZATION,0.848416752,0.608805031,0.93442288,0.639622642
GO_NITRIC_OXIDE_METABOLIC_PROCESS,0.685495403,0.626415094,0.647906027,0.485534591
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS,0.73381001,0.53081761,0.728294178,0.521383648
GO_POSITIVE_REGULATION_OF_CELL_FATE_COMMITMENT,0.606945863,0.493081761,0.607150153,0.494339623
GO_FOREBRAIN_MORPHOGENESIS,0.697957099,0.549685535,0.662614913,0.53836478
GO_TELOMERE_CAPPING,0.594279877,0.46163522,0.592441267,0.416352201
GO_PROSTATE_GLAND_MORPHOGENESIS,0.764249234,0.571698113,0.760469867,0.389937107
GO_NEGATIVE_REGULATION_OF_AXON_EXTENSION,0.76680286,0.532704403,0.827374872,0.437106918
GO_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION,0.820122574,0.511320755,0.863534219,0.388679245
GO_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE,0.855771195,0.556603774,0.93421859,0.581132075
GO_MYELOID_CELL_DEVELOPMENT,0.784473953,0.586792453,0.803268641,0.542767296
GO_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY,0.824923391,0.657232704,0.888764045,0.705031447
GO_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS,0.553524004,0.522012579,0.553524004,0.459119497
GO_INTRACELLULAR_PROTEIN_TRANSPORT,0.887231869,0.66163522,0.943309499,0.677358491
GO_REGULATION_OF_HISTONE_DEACETYLATION,0.708171604,0.414465409,0.714913177,0.444654088
GO_REGULATION_OF_PHOSPHATASE_ACTIVITY,0.842185904,0.596226415,0.892236977,0.594339623
GO_NEUROTRANSMITTER_UPTAKE,0.697446374,0.571069182,0.700306435,0.578616352
GO_MICROTUBULE_ANCHORING,0.685393258,0.605031447,0.682737487,0.602515723
GO_CELL_DIVISION,0.879775281,0.629559748,0.948927477,0.577358491
GO_REGULATION_OF_MRNA_CATABOLIC_PROCESS,0.639223698,0.473584906,0.653728294,0.476100629
GO_INTERMEDIATE_FILAMENT_ORGANIZATION,0.730541369,0.546540881,0.758937692,0.520125786
GO_REGULATION_OF_INTERLEUKIN_10_PRODUCTION,0.742594484,0.625157233,0.758631256,0.606289308
GO_SODIUM_ION_EXPORT,0.696935649,0.531446541,0.688968335,0.447169811
GO_NEGATIVE_REGULATION_OF_CELL_DIVISION,0.781103166,0.458490566,0.794279877,0.46163522
GO_CELLULAR_RESPONSE_TO_UV,0.784678243,0.660377358,0.797752809,0.740880503
GO_REGULATION_OF_NUCLEAR_DIVISION,0.826353422,0.486792453,0.88886619,0.396226415
GO_RESPONSE_TO_ACID_CHEMICAL,0.834525026,0.522641509,0.933503575,0.449056604
GO_RESPONSE_TO_PROSTAGLANDIN_E,0.721552605,0.6,0.714402451,0.525786164
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES,0.632175689,0.486792453,0.640960163,0.449685535
GO_POSITIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,0.716547497,0.634591195,0.730234934,0.583018868
GO_RESPONSE_TO_STEROID_HORMONE,0.889376915,0.706918239,0.969356486,0.710062893
GO_POSITIVE_REGULATION_OF_RNA_SPLICING,0.680898876,0.588050314,0.674565884,0.586792453
GO_RESPONSE_TO_IMMOBILIZATION_STRESS,0.716036772,0.447169811,0.714402451,0.330188679
GO_RESPONSE_TO_INTERLEUKIN_4,0.690500511,0.564150943,0.682328907,0.564150943
GO_POSITIVE_REGULATION_OF_KERATINOCYTE_DIFFERENTIATION,0.664044944,0.653459119,0.666905005,0.661006289
GO_CARDIAC_CHAMBER_MORPHOGENESIS,0.860163432,0.574842767,0.899897855,0.503144654
GO_REGULATION_OF_CARTILAGE_DEVELOPMENT,0.794279877,0.667924528,0.829213483,0.62327044
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION,0.750663943,0.422641509,0.775485189,0.435220126
GO_SEROTONIN_METABOLIC_PROCESS,0.720224719,0.547169811,0.696118488,0.39245283
GO_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS,0.845658836,0.540880503,0.909805924,0.610691824
GO_RESPONSE_TO_PEPTIDE,0.886312564,0.496855346,0.946884576,0.58427673
GO_REGULATION_OF_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS,0.789172625,0.450314465,0.807967314,0.500628931
GO_DNA_DEPENDENT_DNA_REPLICATION,0.783043922,0.568553459,0.810418795,0.558490566
GO_REGULATION_OF_SKELETAL_MUSCLE_CELL_DIFFERENTIATION,0.600510725,0.547798742,0.600510725,0.547798742
GO_POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS,0.805107252,0.463522013,0.864759959,0.441509434
GO_STEROL_HOMEOSTASIS,0.784882533,0.462893082,0.793564862,0.409433962
GO_EMBRYONIC_AXIS_SPECIFICATION,0.753013279,0.527672956,0.759448417,0.498113208
GO_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS,0.803881512,0.502515723,0.854545455,0.538993711
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_1_BETA_PRODUCTION,0.763942799,0.386163522,0.769152196,0.403773585
GO_CELLULAR_RESPONSE_TO_LIPID,0.827068437,0.662893082,0.935342186,0.646540881
GO_SECRETION_BY_CELL,0.874463739,0.618867925,0.968335036,0.485534591
GO_LIPOPROTEIN_METABOLIC_PROCESS,0.79918284,0.588679245,0.843207354,0.588050314
GO_DISRUPTION_OF_CELLS_OF_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION,0.661695608,0.538993711,0.676404494,0.478616352
GO_IRON_COORDINATION_ENTITY_TRANSPORT,0.612563841,0.51572327,0.598876404,0.499371069
GO_PHOSPHATIDYLCHOLINE_BIOSYNTHETIC_PROCESS,0.707967314,0.574842767,0.710010215,0.516981132
GO_KERATAN_SULFATE_METABOLIC_PROCESS,0.720633299,0.501257862,0.702655771,0.521383648
GO_REGULATION_OF_COAGULATION,0.802553626,0.627672956,0.897854954,0.623899371
GO_MEMBRANE_BIOGENESIS,0.764351379,0.428930818,0.759448417,0.548427673
GO_REGULATION_OF_EPIDERMIS_DEVELOPMENT,0.785188968,0.533962264,0.823186925,0.528930818
GO_FORMATION_OF_PRIMARY_GERM_LAYER,0.834525026,0.521383648,0.884984678,0.608805031
GO_NEGATIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION,0.783963228,0.496226415,0.780898876,0.417610063
GO_ENERGY_RESERVE_METABOLIC_PROCESS,0.778651685,0.527672956,0.817568948,0.479245283
GO_GLYCOLIPID_BIOSYNTHETIC_PROCESS,0.734525026,0.67672956,0.769458631,0.597484277
GO_REGULATION_OF_ACTIN_NUCLEATION,0.683146067,0.540880503,0.685597549,0.518867925
GO_REGULATION_OF_DENDRITIC_CELL_DIFFERENTIATION,0.602757916,0.496226415,0.571910112,0.56163522
GO_EPITHELIAL_CELL_DEVELOPMENT,0.891828396,0.696855346,0.934831461,0.722641509
GO_AMIDE_TRANSPORT,0.808375894,0.696855346,0.878243105,0.602515723
GO_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION,0.836261491,0.446540881,0.861287028,0.40754717
GO_NEGATIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS,0.822778345,0.662264151,0.85566905,0.66163522
GO_PROTEIN_LOCALIZATION_TO_KINETOCHORE,0.614606742,0.552201258,0.605822268,0.550943396
GO_NEGATIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION,0.72165475,0.427044025,0.737589377,0.410691824
GO_PHOTOPERIODISM,0.662614913,0.476100629,0.66721144,0.471069182
GO_ALPHA_AMINO_ACID_BIOSYNTHETIC_PROCESS,0.829928498,0.693710692,0.870071502,0.632704403
GO_MESENCHYMAL_TO_EPITHELIAL_TRANSITION,0.6340143,0.582389937,0.622982635,0.500628931
GO_ESTABLISHMENT_OF_ENDOTHELIAL_INTESTINAL_BARRIER,0.668845761,0.533333333,0.668845761,0.533333333
GO_SALIVARY_GLAND_DEVELOPMENT,0.758835546,0.566037736,0.775995914,0.543396226
GO_CELL_CYCLE_DNA_REPLICATION,0.570377937,0.558490566,0.570377937,0.558490566
GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER,0.614402451,0.481132075,0.608273749,0.479874214
GO_CHROMOSOME_CONDENSATION,0.709601634,0.625157233,0.725536261,0.611949686
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_STIMULUS,0.901532176,0.610062893,0.985699694,0.496226415
GO_REGULATION_OF_MONOOXYGENASE_ACTIVITY,0.772216547,0.534591195,0.810214505,0.588679245
GO_SENSORY_PERCEPTION_OF_MECHANICAL_STIMULUS,0.9113381,0.610062893,0.937691522,0.593710692
GO_ESTABLISHMENT_OF_EPITHELIAL_CELL_POLARITY,0.722982635,0.60754717,0.716138917,0.499371069
GO_TOLL_LIKE_RECEPTOR_9_SIGNALING_PATHWAY,0.671195097,0.487421384,0.680592441,0.479874214
GO_EMBRYONIC_DIGIT_MORPHOGENESIS,0.835035751,0.700628931,0.858937692,0.556603774
GO_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY,0.86700715,0.588679245,0.925740552,0.594339623
GO_NITROGEN_CYCLE_METABOLIC_PROCESS,0.648621042,0.53836478,0.638202247,0.475471698
GO_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,0.78804903,0.588679245,0.803983657,0.501257862
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION,0.825127681,0.708176101,0.81052094,0.73081761
GO_NECROPTOTIC_PROCESS,0.643309499,0.568553459,0.634116445,0.527044025
GO_NEGATIVE_REGULATION_OF_GLIOGENESIS,0.727170582,0.564779874,0.729417773,0.588679245
GO_DENDRITIC_CELL_CHEMOTAXIS,0.706639428,0.539622642,0.702757916,0.602515723
GO_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN,0.618488253,0.481132075,0.620122574,0.522641509
GO_REGULATION_OF_NEURONAL_SYNAPTIC_PLASTICITY,0.805413687,0.541509434,0.859652707,0.574842767
GO_REGULATION_OF_PHOSPHOLIPASE_C_ACTIVITY,0.7773238,0.513207547,0.798467824,0.513207547
GO_REGULATION_OF_DEVELOPMENTAL_GROWTH,0.871705822,0.625786164,0.954954035,0.593710692
GO_MEMBRANE_DISASSEMBLY,0.772625128,0.402515723,0.761695608,0.414465409
GO_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC,0.83421859,0.574213836,0.862104188,0.574842767
GO_ACTIVATION_OF_PHOSPHOLIPASE_C_ACTIVITY,0.730337079,0.520125786,0.734525026,0.501886792
GO_NEGATIVE_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT,0.670071502,0.603773585,0.670071502,0.603773585
GO_NEGATIVE_REGULATION_OF_BONE_RESORPTION,0.552093973,0.491823899,0.552093973,0.489308176
GO_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS,0.873442288,0.528930818,0.917262513,0.49245283
GO_NADP_METABOLIC_PROCESS,0.64351379,0.531446541,0.648825332,0.528930818
GO_POSITIVE_REGULATION_OF_MRNA_PROCESSING,0.647395301,0.563522013,0.647191011,0.579874214
GO_EPITHELIAL_TUBE_BRANCHING_INVOLVED_IN_LUNG_MORPHOGENESIS,0.736465781,0.544654088,0.739325843,0.49245283
GO_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION,0.792951992,0.552201258,0.801940756,0.520754717
GO_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN,0.646067416,0.537106918,0.646067416,0.53836478
GO_METANEPHRIC_EPITHELIUM_DEVELOPMENT,0.673544433,0.455345912,0.659652707,0.51572327
GO_REGULATION_OF_SMOOTH_MUSCLE_CELL_DIFFERENTIATION,0.717466803,0.437735849,0.717058223,0.401257862
GO_FATTY_ACID_BETA_OXIDATION,0.713993871,0.447169811,0.713891726,0.400628931
GO_ACTIN_FILAMENT_BASED_PROCESS,0.872012257,0.603773585,0.960776302,0.621383648
GO_RESPONSE_TO_FLUID_SHEAR_STRESS,0.748621042,0.510062893,0.773033708,0.486163522
GO_NEGATIVE_REGULATION_OF_MUSCLE_CONTRACTION,0.696629213,0.642138365,0.6773238,0.694968553
GO_TRANSITION_METAL_ION_TRANSPORT,0.825842697,0.522641509,0.84514811,0.457232704
GO_POSITIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION,0.794892748,0.481761006,0.868743616,0.477987421
GO_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,0.850561798,0.53081761,0.871195097,0.604402516
GO_PHOSPHATIDYLINOSITOL_BIOSYNTHETIC_PROCESS,0.818181818,0.528930818,0.897854954,0.547169811
GO_POSITIVE_REGULATION_OF_CELL_COMMUNICATION,0.899489275,0.675471698,0.976404494,0.601257862
GO_POSITIVE_REGULATION_OF_LIPID_KINASE_ACTIVITY,0.800102145,0.655974843,0.798672114,0.691194969
GO_RESPONSE_TO_CORTICOSTEROID,0.872829418,0.699371069,0.906435138,0.658490566
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_DEGRANULATION,0.601225741,0.550943396,0.601225741,0.550943396
GO_SODIUM_ION_TRANSMEMBRANE_TRANSPORT,0.893054137,0.573584906,0.937487232,0.429559748
GO_PROTEIN_UBIQUITINATION_INVOLVED_IN_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,0.83319714,0.496226415,0.874463739,0.565408805
GO_NEGATIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION,0.715423902,0.462264151,0.729724208,0.447169811
GO_CELL_PROJECTION_ASSEMBLY,0.885495403,0.504402516,0.924719101,0.481132075
GO_REGULATION_OF_PROTEIN_IMPORT_INTO_NUCLEUS_TRANSLOCATION,0.690602656,0.497484277,0.692032686,0.443396226
GO_GLUCOCORTICOID_METABOLIC_PROCESS,0.621756895,0.508176101,0.630745659,0.509433962
GO_PROTEIN_MATURATION,0.865679265,0.576100629,0.931971399,0.493081761
GO_SKELETAL_MUSCLE_ADAPTATION,0.603166496,0.65408805,0.603166496,0.65408805
GO_PROTEIN_N_LINKED_GLYCOSYLATION,0.771501532,0.605660377,0.817364658,0.616352201
GO_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS,0.744637385,0.401257862,0.728396323,0.418238994
GO_HINDLIMB_MORPHOGENESIS,0.752604699,0.603144654,0.778855975,0.574842767
GO_ESTABLISHMENT_OR_MAINTENANCE_OF_EPITHELIAL_CELL_APICAL_BASAL_POLARITY,0.733299285,0.652201258,0.735342186,0.609433962
GO_LOOP_OF_HENLE_DEVELOPMENT,0.618794688,0.442767296,0.595709908,0.422641509
GO_VESICLE_ORGANIZATION,0.905209397,0.628930818,0.939223698,0.51572327
GO_KERATINOCYTE_PROLIFERATION,0.719816139,0.51509434,0.681613892,0.527672956
GO_MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,0.653115424,0.50754717,0.661491318,0.497484277
GO_INDOLALKYLAMINE_METABOLIC_PROCESS,0.699897855,0.513207547,0.685188968,0.540880503
GO_POSITIVE_REGULATION_OF_BINDING,0.836772217,0.608176101,0.872727273,0.58427673
GO_SMOOTH_MUSCLE_CELL_DIFFERENTIATION,0.713483146,0.546540881,0.729826353,0.493081761
GO_MALE_GENITALIA_DEVELOPMENT,0.713278856,0.625157233,0.705924413,0.626415094
GO_REGULATION_OF_HYDROLASE_ACTIVITY,0.917671093,0.657861635,0.992236977,0.494339623
GO_ENDOCARDIAL_CUSHION_DEVELOPMENT,0.729009193,0.594968553,0.740551583,0.509433962
GO_NEGATIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY,0.759550562,0.420125786,0.726353422,0.400628931
GO_RESPONSE_TO_DIETARY_EXCESS,0.715934627,0.588050314,0.725434116,0.474842767
GO_REGULATION_OF_MEIOTIC_NUCLEAR_DIVISION,0.73381001,0.570440252,0.7,0.381761006
GO_BRANCH_ELONGATION_OF_AN_EPITHELIUM,0.660163432,0.645283019,0.660367722,0.547169811
GO_POSITIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS,0.795812053,0.566037736,0.840143003,0.576100629
GO_POSITIVE_REGULATION_OF_VACUOLE_ORGANIZATION,0.646884576,0.560377358,0.637895812,0.56163522
GO_NEGATIVE_REGULATION_OF_PLATELET_ACTIVATION,0.742798774,0.594968553,0.744228805,0.563522013
GO_GLUTAMINE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS,0.701327886,0.582389937,0.690296221,0.532075472
GO_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT,0.847803882,0.646540881,0.905413687,0.56163522
GO_NEURON_MATURATION,0.792747702,0.659119497,0.8113381,0.631446541
GO_THYMIC_T_CELL_SELECTION,0.687231869,0.541509434,0.68825332,0.570440252
GO_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS,0.828600613,0.645283019,0.879775281,0.612578616
GO_COENZYME_A_METABOLIC_PROCESS,0.632482125,0.610062893,0.632277835,0.553459119
GO_PROTEIN_LOCALIZATION_TO_CILIUM,0.708580184,0.435849057,0.725740552,0.468553459
GO_RNA_STABILIZATION,0.631052094,0.5,0.631767109,0.5
GO_ACTIN_MYOSIN_FILAMENT_SLIDING,0.815628192,0.41572327,0.795607763,0.432075472
GO_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION,0.905413687,0.651572327,0.968232891,0.655974843
GO_REGULATION_OF_PROTEIN_HOMODIMERIZATION_ACTIVITY,0.640551583,0.612578616,0.640347293,0.616352201
GO_REGULATION_OF_HETEROTYPIC_CELL_CELL_ADHESION,0.657814096,0.594968553,0.656179775,0.596226415
